code,crypto,description,symbol,price,timestamp
EUR,bitcoin,Euro,&euro;,27758.6366,2023-05-01 14:47:00
EUR,bitcoin,Euro,&euro;,27719.8764,2023-05-01 15:05:00
EUR,bitcoin,Euro,&euro;,27592.4953,2023-05-01 15:20:00
EUR,bitcoin,Euro,&euro;,27426.9902,2023-05-01 15:33:00
EUR,bitcoin,Euro,&euro;,27489.6295,2023-05-01 15:48:00
EUR,bitcoin,Euro,&euro;,27513.207,2023-05-01 16:04:00
EUR,bitcoin,Euro,&euro;,27443.6776,2023-05-01 16:23:00
EUR,bitcoin,Euro,&euro;,27490.6687,2023-05-01 16:35:00
EUR,bitcoin,Euro,&euro;,27512.5657,2023-05-01 16:48:00
EUR,bitcoin,Euro,&euro;,27617.7178,2023-05-01 17:09:00
EUR,bitcoin,Euro,&euro;,27589.4425,2023-05-01 17:20:00
EUR,bitcoin,Euro,&euro;,27472.8604,2023-05-01 17:32:00
EUR,bitcoin,Euro,&euro;,27582.9762,2023-05-01 17:48:00
EUR,bitcoin,Euro,&euro;,27545.5315,2023-05-01 18:04:00
EUR,bitcoin,Euro,&euro;,27479.0309,2023-05-01 18:22:00
EUR,bitcoin,Euro,&euro;,27424.428,2023-05-01 18:33:00
EUR,bitcoin,Euro,&euro;,27421.7006,2023-05-01 18:48:00
EUR,bitcoin,Euro,&euro;,27431.3581,2023-05-01 19:04:00
EUR,bitcoin,Euro,&euro;,27188.8901,2023-05-01 19:17:00
EUR,bitcoin,Euro,&euro;,27281.8526,2023-05-01 19:33:00
EUR,bitcoin,Euro,&euro;,27188.94,2023-05-01 19:48:00
EUR,bitcoin,Euro,&euro;,27175.0218,2023-05-01 20:04:00
EUR,bitcoin,Euro,&euro;,27139.1127,2023-05-01 20:20:00
EUR,bitcoin,Euro,&euro;,27193.688,2023-05-01 20:33:00
EUR,bitcoin,Euro,&euro;,27123.0241,2023-05-01 20:48:00
EUR,bitcoin,Euro,&euro;,27100.0663,2023-05-01 21:04:00
EUR,bitcoin,Euro,&euro;,27119.2306,2023-05-01 21:18:00
EUR,bitcoin,Euro,&euro;,27263.3288,2023-05-01 21:33:00
EUR,bitcoin,Euro,&euro;,27259.7691,2023-05-01 21:48:00
EUR,bitcoin,Euro,&euro;,27265.9162,2023-05-01 22:04:00
EUR,bitcoin,Euro,&euro;,27263.5143,2023-05-01 22:20:00
EUR,bitcoin,Euro,&euro;,27252.1815,2023-05-01 22:33:00
EUR,bitcoin,Euro,&euro;,27316.8264,2023-05-01 22:48:00
EUR,bitcoin,Euro,&euro;,27345.7769,2023-05-01 23:04:00
EUR,bitcoin,Euro,&euro;,27412.5914,2023-05-01 23:21:00
EUR,bitcoin,Euro,&euro;,27383.9849,2023-05-01 23:32:00
EUR,bitcoin,Euro,&euro;,27380.1483,2023-05-01 23:48:00
EUR,bitcoin,Euro,&euro;,27289.5448,2023-05-02 00:17:00
EUR,bitcoin,Euro,&euro;,27380.3797,2023-05-02 00:48:00
EUR,bitcoin,Euro,&euro;,27314.4497,2023-05-02 01:31:00
EUR,bitcoin,Euro,&euro;,27237.5321,2023-05-02 02:06:00
EUR,bitcoin,Euro,&euro;,27310.652,2023-05-02 02:26:00
EUR,bitcoin,Euro,&euro;,27261.9403,2023-05-02 02:40:00
EUR,bitcoin,Euro,&euro;,27279.4429,2023-05-02 02:48:00
EUR,bitcoin,Euro,&euro;,27289.5528,2023-05-02 03:04:00
EUR,bitcoin,Euro,&euro;,27257.8036,2023-05-02 03:20:00
EUR,bitcoin,Euro,&euro;,27240.1992,2023-05-02 03:33:00
EUR,bitcoin,Euro,&euro;,27290.9921,2023-05-02 03:48:00
EUR,bitcoin,Euro,&euro;,27314.4832,2023-05-02 04:04:00
EUR,bitcoin,Euro,&euro;,27275.9278,2023-05-02 04:22:00
EUR,bitcoin,Euro,&euro;,27259.1571,2023-05-02 04:33:00
EUR,bitcoin,Euro,&euro;,27275.7966,2023-05-02 04:48:00
EUR,bitcoin,Euro,&euro;,27237.1562,2023-05-02 05:04:00
EUR,bitcoin,Euro,&euro;,27222.0689,2023-05-02 05:20:00
EUR,bitcoin,Euro,&euro;,27252.7399,2023-05-02 05:33:00
EUR,bitcoin,Euro,&euro;,27270.5619,2023-05-02 05:48:00
EUR,bitcoin,Euro,&euro;,27284.72,2023-05-02 06:04:00
EUR,bitcoin,Euro,&euro;,27269.2711,2023-05-02 06:23:00
EUR,bitcoin,Euro,&euro;,27258.5039,2023-05-02 06:33:00
EUR,bitcoin,Euro,&euro;,27269.3376,2023-05-02 06:48:00
EUR,bitcoin,Euro,&euro;,27283.3148,2023-05-02 07:04:00
EUR,bitcoin,Euro,&euro;,27364.9514,2023-05-02 07:19:00
EUR,bitcoin,Euro,&euro;,27334.4622,2023-05-02 07:33:00
EUR,bitcoin,Euro,&euro;,27331.2523,2023-05-02 07:48:00
EUR,bitcoin,Euro,&euro;,27356.1964,2023-05-02 08:04:00
EUR,bitcoin,Euro,&euro;,27390.0406,2023-05-02 08:22:00
EUR,bitcoin,Euro,&euro;,27364.3798,2023-05-02 08:33:00
EUR,bitcoin,Euro,&euro;,27329.9076,2023-05-02 08:48:00
EUR,bitcoin,Euro,&euro;,27314.2659,2023-05-02 09:04:00
EUR,bitcoin,Euro,&euro;,27326.2646,2023-05-02 09:20:00
EUR,bitcoin,Euro,&euro;,27272.1092,2023-05-02 09:33:00
EUR,bitcoin,Euro,&euro;,27282.5497,2023-05-02 09:48:00
EUR,bitcoin,Euro,&euro;,27277.8145,2023-05-02 10:04:00
EUR,bitcoin,Euro,&euro;,27263.2678,2023-05-02 10:21:00
EUR,bitcoin,Euro,&euro;,27276.0241,2023-05-02 10:33:00
EUR,bitcoin,Euro,&euro;,27315.6936,2023-05-02 10:48:00
EUR,bitcoin,Euro,&euro;,27289.4865,2023-05-02 11:04:00
EUR,bitcoin,Euro,&euro;,27304.9359,2023-05-02 11:18:00
EUR,bitcoin,Euro,&euro;,27333.6649,2023-05-02 11:33:00
EUR,bitcoin,Euro,&euro;,27327.1237,2023-05-02 11:48:00
EUR,bitcoin,Euro,&euro;,27332.5541,2023-05-02 12:06:00
EUR,bitcoin,Euro,&euro;,27298.2615,2023-05-02 12:25:00
EUR,bitcoin,Euro,&euro;,27403.9333,2023-05-02 12:41:00
EUR,bitcoin,Euro,&euro;,27426.9024,2023-05-02 12:54:00
EUR,bitcoin,Euro,&euro;,27430.7737,2023-05-02 13:05:00
EUR,bitcoin,Euro,&euro;,27366.9572,2023-05-02 13:22:00
EUR,bitcoin,Euro,&euro;,27356.309,2023-05-02 13:33:00
EUR,bitcoin,Euro,&euro;,27295.2011,2023-05-02 13:48:00
EUR,bitcoin,Euro,&euro;,27266.4766,2023-05-02 14:04:00
EUR,bitcoin,Euro,&euro;,27393.4544,2023-05-02 14:20:00
EUR,bitcoin,Euro,&euro;,27797.0961,2023-05-02 14:33:00
EUR,bitcoin,Euro,&euro;,27889.3445,2023-05-02 15:48:00
EUR,bitcoin,Euro,&euro;,27812.5651,2023-05-02 16:04:00
EUR,bitcoin,Euro,&euro;,27752.3936,2023-05-02 16:23:00
EUR,bitcoin,Euro,&euro;,27837.4433,2023-05-02 16:35:00
EUR,bitcoin,Euro,&euro;,27765.4111,2023-05-02 16:48:00
EUR,bitcoin,Euro,&euro;,27774.0463,2023-05-02 17:04:00
EUR,bitcoin,Euro,&euro;,27766.2344,2023-05-02 17:20:00
EUR,bitcoin,Euro,&euro;,27763.365,2023-05-02 17:33:00
EUR,bitcoin,Euro,&euro;,27812.1373,2023-05-02 17:48:00
EUR,bitcoin,Euro,&euro;,27833.2937,2023-05-02 18:04:00
EUR,bitcoin,Euro,&euro;,27849.1367,2023-05-02 18:22:00
EUR,bitcoin,Euro,&euro;,27838.652,2023-05-02 18:33:00
EUR,bitcoin,Euro,&euro;,27955.4604,2023-05-02 18:47:00
EUR,bitcoin,Euro,&euro;,27972.4971,2023-05-02 19:04:00
EUR,bitcoin,Euro,&euro;,28052.4995,2023-05-02 19:18:00
EUR,bitcoin,Euro,&euro;,28067.2607,2023-05-02 19:33:00
EUR,bitcoin,Euro,&euro;,28027.2225,2023-05-02 19:48:00
EUR,bitcoin,Euro,&euro;,27964.5939,2023-05-02 20:04:00
EUR,bitcoin,Euro,&euro;,27941.2295,2023-05-02 20:20:00
EUR,bitcoin,Euro,&euro;,27996.8695,2023-05-02 20:33:00
EUR,bitcoin,Euro,&euro;,27973.0161,2023-05-02 20:48:00
EUR,bitcoin,Euro,&euro;,27941.7293,2023-05-02 21:04:00
EUR,bitcoin,Euro,&euro;,27926.4376,2023-05-02 21:18:00
EUR,bitcoin,Euro,&euro;,27891.5811,2023-05-02 21:33:00
EUR,bitcoin,Euro,&euro;,27918.6876,2023-05-02 21:48:00
EUR,bitcoin,Euro,&euro;,27960.5245,2023-05-02 22:04:00
EUR,bitcoin,Euro,&euro;,27977.9176,2023-05-02 22:20:00
EUR,bitcoin,Euro,&euro;,28028.824,2023-05-02 22:33:00
EUR,bitcoin,Euro,&euro;,28044.4794,2023-05-02 22:48:00
EUR,bitcoin,Euro,&euro;,28015.5082,2023-05-02 23:04:00
EUR,bitcoin,Euro,&euro;,27941.1217,2023-05-02 23:19:00
EUR,bitcoin,Euro,&euro;,27931.2143,2023-05-02 23:33:00
EUR,bitcoin,Euro,&euro;,27913.2112,2023-05-02 23:48:00
EUR,bitcoin,Euro,&euro;,27900.4484,2023-05-03 00:17:00
EUR,bitcoin,Euro,&euro;,27841.5247,2023-05-03 00:48:00
EUR,bitcoin,Euro,&euro;,27802.9346,2023-05-03 01:31:00
EUR,bitcoin,Euro,&euro;,27662.9035,2023-05-03 02:06:00
EUR,bitcoin,Euro,&euro;,27707.941,2023-05-03 02:25:00
EUR,bitcoin,Euro,&euro;,27768.5843,2023-05-03 02:38:00
EUR,bitcoin,Euro,&euro;,27769.4898,2023-05-03 02:48:00
EUR,bitcoin,Euro,&euro;,27777.6207,2023-05-03 03:04:00
EUR,bitcoin,Euro,&euro;,27756.0987,2023-05-03 03:21:00
EUR,bitcoin,Euro,&euro;,27793.1183,2023-05-03 03:33:00
EUR,bitcoin,Euro,&euro;,27792.6678,2023-05-03 03:48:00
EUR,bitcoin,Euro,&euro;,27775.8978,2023-05-03 04:04:00
EUR,bitcoin,Euro,&euro;,27799.9571,2023-05-03 04:22:00
EUR,bitcoin,Euro,&euro;,27800.6051,2023-05-03 04:33:00
EUR,bitcoin,Euro,&euro;,27775.6739,2023-05-03 04:47:00
EUR,bitcoin,Euro,&euro;,27795.7604,2023-05-03 05:04:00
EUR,bitcoin,Euro,&euro;,27771.0346,2023-05-03 05:20:00
EUR,bitcoin,Euro,&euro;,27755.8212,2023-05-03 05:33:00
EUR,bitcoin,Euro,&euro;,27771.8838,2023-05-03 05:47:00
EUR,bitcoin,Euro,&euro;,27744.6223,2023-05-03 06:05:00
EUR,bitcoin,Euro,&euro;,27770.0736,2023-05-03 06:22:00
EUR,bitcoin,Euro,&euro;,27848.0838,2023-05-03 06:33:00
EUR,bitcoin,Euro,&euro;,27862.963,2023-05-03 06:47:00
EUR,bitcoin,Euro,&euro;,27888.3136,2023-05-03 07:03:00
EUR,bitcoin,Euro,&euro;,27894.9657,2023-05-03 07:19:00
EUR,bitcoin,Euro,&euro;,27931.3662,2023-05-03 07:33:00
EUR,bitcoin,Euro,&euro;,27895.1595,2023-05-03 07:48:00
EUR,bitcoin,Euro,&euro;,27927.0088,2023-05-03 08:04:00
EUR,bitcoin,Euro,&euro;,27928.7796,2023-05-03 08:22:00
EUR,bitcoin,Euro,&euro;,27990.2138,2023-05-03 08:33:00
EUR,bitcoin,Euro,&euro;,27945.1025,2023-05-03 08:48:00
EUR,bitcoin,Euro,&euro;,27935.2311,2023-05-03 09:04:00
EUR,bitcoin,Euro,&euro;,27924.1153,2023-05-03 09:19:00
EUR,bitcoin,Euro,&euro;,27918.566,2023-05-03 09:33:00
EUR,bitcoin,Euro,&euro;,27914.3048,2023-05-03 09:48:00
EUR,bitcoin,Euro,&euro;,27926.4329,2023-05-03 10:04:00
EUR,bitcoin,Euro,&euro;,27921.0124,2023-05-03 10:21:00
EUR,bitcoin,Euro,&euro;,27908.3271,2023-05-03 10:33:00
EUR,bitcoin,Euro,&euro;,27924.808,2023-05-03 10:47:00
EUR,bitcoin,Euro,&euro;,27878.507,2023-05-03 11:04:00
EUR,bitcoin,Euro,&euro;,27873.0511,2023-05-03 11:18:00
EUR,bitcoin,Euro,&euro;,27903.7831,2023-05-03 11:33:00
EUR,bitcoin,Euro,&euro;,27833.1822,2023-05-03 11:48:00
EUR,bitcoin,Euro,&euro;,27830.6702,2023-05-03 12:05:00
EUR,bitcoin,Euro,&euro;,27793.0061,2023-05-03 12:24:00
EUR,bitcoin,Euro,&euro;,27761.2007,2023-05-03 12:41:00
EUR,bitcoin,Euro,&euro;,27594.6602,2023-05-03 12:54:00
EUR,bitcoin,Euro,&euro;,27544.5046,2023-05-03 13:05:00
EUR,bitcoin,Euro,&euro;,27523.2389,2023-05-03 13:22:00
EUR,bitcoin,Euro,&euro;,27581.2116,2023-05-03 13:33:00
EUR,bitcoin,Euro,&euro;,27609.7161,2023-05-03 13:48:00
EUR,bitcoin,Euro,&euro;,27645.1065,2023-05-03 14:04:00
EUR,bitcoin,Euro,&euro;,27588.0969,2023-05-03 14:20:00
EUR,bitcoin,Euro,&euro;,27550.3123,2023-05-03 14:33:00
EUR,bitcoin,Euro,&euro;,27493.4858,2023-05-03 14:48:00
EUR,bitcoin,Euro,&euro;,27450.8135,2023-05-03 15:04:00
EUR,bitcoin,Euro,&euro;,27541.2271,2023-05-03 15:20:00
EUR,bitcoin,Euro,&euro;,27529.0779,2023-05-03 15:33:00
EUR,bitcoin,Euro,&euro;,27600.238,2023-05-03 15:47:00
EUR,bitcoin,Euro,&euro;,27598.1268,2023-05-03 16:04:00
EUR,bitcoin,Euro,&euro;,27585.5124,2023-05-03 16:23:00
EUR,bitcoin,Euro,&euro;,27638.6903,2023-05-03 16:35:00
EUR,bitcoin,Euro,&euro;,27648.8052,2023-05-03 16:48:00
EUR,bitcoin,Euro,&euro;,27760.2569,2023-05-03 17:04:00
EUR,bitcoin,Euro,&euro;,27746.3802,2023-05-03 17:19:00
EUR,bitcoin,Euro,&euro;,27836.3198,2023-05-03 17:33:00
EUR,bitcoin,Euro,&euro;,27919.2037,2023-05-03 17:47:00
EUR,bitcoin,Euro,&euro;,27819.0657,2023-05-03 18:04:00
EUR,bitcoin,Euro,&euro;,27899.0145,2023-05-03 18:22:00
EUR,bitcoin,Euro,&euro;,27817.3901,2023-05-03 18:33:00
EUR,bitcoin,Euro,&euro;,27764.0859,2023-05-03 18:47:00
EUR,bitcoin,Euro,&euro;,27696.427,2023-05-03 19:04:00
EUR,bitcoin,Euro,&euro;,27638.754,2023-05-03 19:18:00
EUR,bitcoin,Euro,&euro;,27643.2598,2023-05-03 19:33:00
EUR,bitcoin,Euro,&euro;,27634.2097,2023-05-03 19:48:00
EUR,bitcoin,Euro,&euro;,27637.8885,2023-05-03 20:04:00
EUR,bitcoin,Euro,&euro;,27721.8401,2023-05-03 20:20:00
EUR,bitcoin,Euro,&euro;,27655.8959,2023-05-03 20:33:00
EUR,bitcoin,Euro,&euro;,27644.2027,2023-05-03 20:48:00
EUR,bitcoin,Euro,&euro;,27825.9306,2023-05-03 21:04:00
EUR,bitcoin,Euro,&euro;,27984.4469,2023-05-03 21:19:00
EUR,bitcoin,Euro,&euro;,28131.5937,2023-05-03 21:33:00
EUR,bitcoin,Euro,&euro;,28229.4498,2023-05-03 21:47:00
EUR,bitcoin,Euro,&euro;,28282.8215,2023-05-03 22:04:00
EUR,bitcoin,Euro,&euro;,28425.1357,2023-05-03 22:21:00
EUR,bitcoin,Euro,&euro;,28407.6449,2023-05-03 22:33:00
EUR,bitcoin,Euro,&euro;,28389.2552,2023-05-03 22:47:00
EUR,bitcoin,Euro,&euro;,28290.132,2023-05-03 23:04:00
EUR,bitcoin,Euro,&euro;,28347.8264,2023-05-03 23:19:00
EUR,bitcoin,Euro,&euro;,28292.0471,2023-05-03 23:33:00
EUR,bitcoin,Euro,&euro;,28258.9787,2023-05-03 23:48:00
EUR,bitcoin,Euro,&euro;,28310.455,2023-05-04 00:17:00
EUR,bitcoin,Euro,&euro;,28308.9103,2023-05-04 00:48:00
EUR,bitcoin,Euro,&euro;,28264.8189,2023-05-04 01:31:00
EUR,bitcoin,Euro,&euro;,28429.7799,2023-05-04 02:05:00
EUR,bitcoin,Euro,&euro;,28314.2153,2023-05-04 02:25:00
EUR,bitcoin,Euro,&euro;,28286.4114,2023-05-04 02:39:00
EUR,bitcoin,Euro,&euro;,28276.4038,2023-05-04 02:48:00
EUR,bitcoin,Euro,&euro;,28315.7485,2023-05-04 03:04:00
EUR,bitcoin,Euro,&euro;,28329.6276,2023-05-04 03:20:00
EUR,bitcoin,Euro,&euro;,28339.9289,2023-05-04 03:33:00
EUR,bitcoin,Euro,&euro;,28292.5134,2023-05-04 03:48:00
EUR,bitcoin,Euro,&euro;,28344.8217,2023-05-04 04:04:00
EUR,bitcoin,Euro,&euro;,28361.3255,2023-05-04 04:22:00
EUR,bitcoin,Euro,&euro;,28365.3466,2023-05-04 04:33:00
EUR,bitcoin,Euro,&euro;,28347.148,2023-05-04 04:48:00
EUR,bitcoin,Euro,&euro;,28357.3862,2023-05-04 05:04:00
EUR,bitcoin,Euro,&euro;,28352.8141,2023-05-04 05:20:00
EUR,bitcoin,Euro,&euro;,28413.1921,2023-05-04 05:33:00
EUR,bitcoin,Euro,&euro;,28421.2213,2023-05-04 05:48:00
EUR,bitcoin,Euro,&euro;,28425.2377,2023-05-04 06:04:00
EUR,bitcoin,Euro,&euro;,28375.9432,2023-05-04 06:23:00
EUR,bitcoin,Euro,&euro;,28361.5629,2023-05-04 06:33:00
EUR,bitcoin,Euro,&euro;,28410.354,2023-05-04 06:48:00
EUR,bitcoin,Euro,&euro;,28437.1684,2023-05-04 07:04:00
EUR,bitcoin,Euro,&euro;,28392.1225,2023-05-04 07:19:00
EUR,bitcoin,Euro,&euro;,28356.0646,2023-05-04 07:32:00
EUR,bitcoin,Euro,&euro;,28340.633,2023-05-04 07:48:00
EUR,bitcoin,Euro,&euro;,28347.1539,2023-05-04 08:04:00
EUR,bitcoin,Euro,&euro;,28327.4246,2023-05-04 08:22:00
EUR,bitcoin,Euro,&euro;,28339.4572,2023-05-04 08:33:00
EUR,bitcoin,Euro,&euro;,28335.5381,2023-05-04 08:47:00
EUR,bitcoin,Euro,&euro;,28368.57,2023-05-04 09:04:00
EUR,bitcoin,Euro,&euro;,28323.8039,2023-05-04 09:19:00
EUR,bitcoin,Euro,&euro;,28306.7822,2023-05-04 09:33:00
EUR,bitcoin,Euro,&euro;,28310.4573,2023-05-04 09:48:00
EUR,bitcoin,Euro,&euro;,28331.8655,2023-05-04 10:04:00
EUR,bitcoin,Euro,&euro;,28354.6209,2023-05-04 10:21:00
EUR,bitcoin,Euro,&euro;,28444.0675,2023-05-04 10:33:00
EUR,bitcoin,Euro,&euro;,28522.8249,2023-05-04 10:47:00
EUR,bitcoin,Euro,&euro;,28460.8208,2023-05-04 11:04:00
EUR,bitcoin,Euro,&euro;,28452.5151,2023-05-04 11:18:00
EUR,bitcoin,Euro,&euro;,28435.313,2023-05-04 11:33:00
EUR,bitcoin,Euro,&euro;,28436.9843,2023-05-04 11:48:00
EUR,bitcoin,Euro,&euro;,28417.2346,2023-05-04 12:05:00
EUR,bitcoin,Euro,&euro;,28474.4039,2023-05-04 12:24:00
EUR,bitcoin,Euro,&euro;,28393.7857,2023-05-04 12:41:00
EUR,bitcoin,Euro,&euro;,28385.127,2023-05-04 12:53:00
EUR,bitcoin,Euro,&euro;,28403.4881,2023-05-04 13:05:00
EUR,bitcoin,Euro,&euro;,28174.0718,2023-05-04 13:23:00
EUR,bitcoin,Euro,&euro;,28135.8626,2023-05-04 13:33:00
EUR,bitcoin,Euro,&euro;,28033.7809,2023-05-04 13:48:00
EUR,bitcoin,Euro,&euro;,28080.8096,2023-05-04 14:04:00
EUR,bitcoin,Euro,&euro;,28133.8761,2023-05-04 14:20:00
EUR,bitcoin,Euro,&euro;,28122.7706,2023-05-04 14:33:00
EUR,bitcoin,Euro,&euro;,28141.4804,2023-05-04 14:47:00
EUR,bitcoin,Euro,&euro;,28112.3033,2023-05-04 15:04:00
EUR,bitcoin,Euro,&euro;,28174.5148,2023-05-04 15:21:00
EUR,bitcoin,Euro,&euro;,28149.8375,2023-05-04 15:33:00
EUR,bitcoin,Euro,&euro;,28129.2152,2023-05-04 15:47:00
EUR,bitcoin,Euro,&euro;,28198.4232,2023-05-04 16:25:00
EUR,bitcoin,Euro,&euro;,28170.3147,2023-05-04 16:40:00
EUR,bitcoin,Euro,&euro;,28185.8384,2023-05-04 16:49:00
EUR,bitcoin,Euro,&euro;,28141.9437,2023-05-04 17:04:00
EUR,bitcoin,Euro,&euro;,28219.8935,2023-05-04 17:20:00
EUR,bitcoin,Euro,&euro;,28101.1532,2023-05-04 17:33:00
EUR,bitcoin,Euro,&euro;,28092.5295,2023-05-04 17:48:00
EUR,bitcoin,Euro,&euro;,28120.2353,2023-05-04 18:04:00
EUR,bitcoin,Euro,&euro;,28074.5409,2023-05-04 18:22:00
EUR,bitcoin,Euro,&euro;,28002.9766,2023-05-04 18:33:00
EUR,bitcoin,Euro,&euro;,28069.1406,2023-05-04 18:47:00
EUR,bitcoin,Euro,&euro;,28118.5255,2023-05-04 19:03:00
EUR,bitcoin,Euro,&euro;,28024.6111,2023-05-04 19:18:00
EUR,bitcoin,Euro,&euro;,28143.4372,2023-05-04 19:33:00
EUR,bitcoin,Euro,&euro;,28141.4605,2023-05-04 19:48:00
EUR,bitcoin,Euro,&euro;,28119.9328,2023-05-04 20:04:00
EUR,bitcoin,Euro,&euro;,28118.3406,2023-05-04 20:20:00
EUR,bitcoin,Euro,&euro;,28145.4293,2023-05-04 20:33:00
EUR,bitcoin,Euro,&euro;,28115.8629,2023-05-04 20:48:00
EUR,bitcoin,Euro,&euro;,28132.5326,2023-05-04 21:04:00
EUR,bitcoin,Euro,&euro;,28110.8635,2023-05-04 21:18:00
EUR,bitcoin,Euro,&euro;,28100.3771,2023-05-04 21:33:00
EUR,bitcoin,Euro,&euro;,28092.8412,2023-05-04 21:47:00
EUR,bitcoin,Euro,&euro;,28093.1628,2023-05-04 22:04:00
EUR,bitcoin,Euro,&euro;,28061.324,2023-05-04 22:20:00
EUR,bitcoin,Euro,&euro;,28064.0717,2023-05-04 22:33:00
EUR,bitcoin,Euro,&euro;,28040.7332,2023-05-04 22:47:00
EUR,bitcoin,Euro,&euro;,28056.9907,2023-05-04 23:04:00
EUR,bitcoin,Euro,&euro;,28115.0261,2023-05-04 23:20:00
EUR,bitcoin,Euro,&euro;,28106.1515,2023-05-04 23:33:00
EUR,bitcoin,Euro,&euro;,28095.752,2023-05-04 23:48:00
EUR,bitcoin,Euro,&euro;,28115.9052,2023-05-05 00:17:00
EUR,bitcoin,Euro,&euro;,28182.4257,2023-05-05 00:48:00
EUR,bitcoin,Euro,&euro;,28158.5622,2023-05-05 01:29:00
EUR,bitcoin,Euro,&euro;,28685.762,2023-05-05 02:05:00
EUR,bitcoin,Euro,&euro;,28531.6811,2023-05-05 02:25:00
EUR,bitcoin,Euro,&euro;,28537.5639,2023-05-05 02:38:00
EUR,bitcoin,Euro,&euro;,28556.697,2023-05-05 02:48:00
EUR,bitcoin,Euro,&euro;,28509.9006,2023-05-05 03:04:00
EUR,bitcoin,Euro,&euro;,28517.7961,2023-05-05 03:20:00
EUR,bitcoin,Euro,&euro;,28504.0194,2023-05-05 03:33:00
EUR,bitcoin,Euro,&euro;,28435.3346,2023-05-05 03:48:00
