Cell_ID,Base_Station_ID,Location_Lat,Location_Lon,Transport_Device_ID,Transport_Interface_ID,RRC_ConnEstabFail,RRC_ConnEstabSucc,RRC_ConnEstabAtt,ERAB_EstabInitSuccNbr_QCI,DL_PRB_Utilization,Cell_Availability,Timestamp
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,58,59,57.71057423915541,25.509918895514353,99.4886213673653,2026-01-01T03:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,1,59,60,51.413340620496925,21.876471182662222,99.4882471164989,2026-01-01T03:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,1,59,61,50.0,23.270943062177693,99.5160862863753,2026-01-01T03:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,55,55,50.0,20.0,99.5116934692052,2026-01-01T03:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,55,55,50.0,32.293884876754305,99.53095487367537,2026-01-01T04:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,55,55,50.3119800102136,20.0,99.49241568914461,2026-01-01T04:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,57,57,54.27069886246783,20.328429220866205,99.5078407986711,2026-01-01T04:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,2,61,63,54.22926459714493,24.874771903409368,99.44992453776467,2026-01-01T04:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,1,64,66,61.56841566273894,26.968904944457954,99.4767926339889,2026-01-01T05:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,3,59,63,60.044466504785134,29.13024743363851,99.49807538453375,2026-01-01T05:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,4,70,75,69.78232583601539,33.33988505891381,99.44915144350198,2026-01-01T05:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,5,73,79,74.01830220249695,35.84414351891654,99.51416198907584,2026-01-01T05:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,6,78,84,80.42648638475427,38.0055858518008,99.52595645528527,2026-01-01T06:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,85,94,87.56035009755401,45.738039052955955,99.4861396649656,2026-01-01T06:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,92,101,91.54585450185141,47.815146487909104,99.44777605152959,2026-01-01T06:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,94,103,93.73933223516231,47.00403394534322,99.48000517112965,2026-01-01T06:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,97,106,93.71154771210865,49.76560475657517,99.50324383616267,2026-01-01T07:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,104,113,99.06060995814872,53.327597650252244,99.48501276688927,2026-01-01T07:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,106,115,100.91837512959708,57.557140369619326,99.49157497335734,2026-01-01T07:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,110,118,104.67817820937903,59.35631182217344,99.47100193592429,2026-01-01T07:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,111,120,103.93982854249359,63.54480684600052,99.47783063915186,2026-01-01T08:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,10,110,120,106.62037464182995,66.79800392633776,99.4477009717244,2026-01-01T08:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,10,115,125,108.44339219032923,65.44479064985542,99.50697080687031,2026-01-01T08:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,11,121,132,114.75909621638947,70.51519199188364,99.49654006604064,2026-01-01T08:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,13,124,137,118.28266115235253,72.26967704670871,99.49972209914996,2026-01-01T09:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,15,126,141,120.50012837093605,75.41996152017072,99.48817000602254,2026-01-01T09:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,16,133,150,122.20254718728485,77.37683609715221,99.4893017291672,2026-01-01T09:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,17,134,152,127.7926225408508,77.59093424224929,99.45006091033814,2026-01-01T09:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,17,133,150,130.59772113104702,78.00909067071012,99.50545843999099,2026-01-01T10:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,17,135,153,125.48906271794242,80.72655290833897,99.50036883732967,2026-01-01T10:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,137,155,130.70960831256428,79.72995914282622,99.50665189148002,2026-01-01T10:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,133,152,130.96122855503612,80.72407473084748,99.46927509946364,2026-01-01T10:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,17,139,156,137.7341853598195,81.54717066843824,99.46857038767071,2026-01-01T11:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,135,153,137.75280542182443,82.88541239593107,99.49529712139734,2026-01-01T11:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,17,141,158,140.0,82.76521013390237,99.48419933079124,2026-01-01T11:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,141,160,133.59156420828006,80.62171090874128,99.502771213718,2026-01-01T11:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,20,145,165,132.35653755141908,81.16266163861121,99.47125042298671,2026-01-01T12:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,136.2839431837484,84.94175381436344,99.50020926476014,2026-01-01T12:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,136.8102550436167,82.54061574290522,99.51942041002705,2026-01-01T12:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,135.6506977059157,84.91665717123185,99.49753818439375,2026-01-01T12:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,20,142,162,137.26520126116878,80.97041314228144,99.46133909811621,2026-01-01T13:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,140.0,85.0,99.46583679158611,2026-01-01T13:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,20,145,165,140.0,84.70226157024759,99.4500812485963,2026-01-01T13:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,140.0,81.42069331789155,99.48666032056576,2026-01-01T13:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,140.0,81.90953693515229,99.51897831419842,2026-01-01T14:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,20,144,164,139.41056873595477,84.13134434013963,99.490972628018,2026-01-01T14:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,140.0,85.0,99.48742835228974,2026-01-01T14:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,20,145,165,140.0,84.48307286417246,99.50602951729888,2026-01-01T14:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,20,145,165,140.0,84.30440438334881,99.47756509362536,2026-01-01T15:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,140,160,137.6870754959561,81.38802239527823,99.49422827708061,2026-01-01T15:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,142,161,132.52794292859676,82.00402828166494,99.49523099675301,2026-01-01T15:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,142,161,131.53806474426239,84.23200395489762,99.4704121564773,2026-01-01T15:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,141,159,136.27602940642038,83.69608027922607,99.51483026798937,2026-01-01T16:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,17,139,157,130.6852668401123,82.84358371368023,99.48200345335637,2026-01-01T16:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,135,154,134.57749505957534,76.64289969410281,99.51814720261044,2026-01-01T16:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,16,137,154,132.85731309949387,80.28948374234542,99.46245181982012,2026-01-01T16:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,16,137,154,127.35887931497564,77.4913659326262,99.46475149776838,2026-01-01T17:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,16,128,144,125.74385206694552,77.47118329955842,99.49871872795059,2026-01-01T17:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,16,124,140,126.77132506588075,75.03600646946688,99.50096523685106,2026-01-01T17:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,15,132,147,126.29646178590983,75.39439496734533,99.48738649794976,2026-01-01T17:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,15,127,142,124.73837639261409,75.8254796650296,99.47969386554855,2026-01-01T18:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,14,125,139,128.430268939663,72.63846516981037,99.4983767679865,2026-01-01T18:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,15,123,139,123.4442436119054,77.5786615831422,99.25585401041059,2026-01-01T18:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,14,124,139,121.98495432353567,75.64703784661873,99.47876191745803,2026-01-01T18:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,14,129,143,112.5256673043475,69.82394815228119,99.53771136341688,2026-01-01T19:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,13,129,143,119.2692275612594,68.77814747557935,99.50331975047884,2026-01-01T19:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,13,125,139,114.27267097340142,66.03565189839284,99.48834539913214,2026-01-01T19:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,12,124,137,116.50038795507437,68.43089064813765,99.44428246246514,2026-01-01T19:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,12,126,139,113.25546787347686,67.14291757570722,99.44931484561793,2026-01-01T20:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,12,122,135,112.70986643322946,65.34015069980076,99.4664421018463,2026-01-01T20:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,12,122,134,113.46951770945293,67.84686337064309,99.51483654941076,2026-01-01T20:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,11,119,131,112.48689537404712,66.12190841955257,99.51718393274534,2026-01-01T20:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,10,114,124,107.88598471261051,62.78461020841382,99.46491109031987,2026-01-01T21:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,10,109,119,104.57853696670645,62.12991691943513,99.50373652425048,2026-01-01T21:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,101,110,100.39787377169198,58.066884377294876,99.52678758119511,2026-01-01T21:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,96,105,98.14089149357707,52.94930510396511,99.49184328411984,2026-01-01T21:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,7,102,109,93.79033417714814,55.10267381137035,99.48272875250409,2026-01-01T22:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,7,97,104,93.12842751276402,52.86000092084019,99.54192305998829,2026-01-01T22:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,93,102,92.96757438301265,52.27799547331897,99.50370493105312,2026-01-01T22:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,108,116,97.1888633557123,51.27356924490354,99.49758276727343,2026-01-01T22:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,98,107,97.75999038988428,49.072492860800935,99.50356850499153,2026-01-01T23:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,100,109,98.31780605418402,54.547628119548264,99.49304301887416,2026-01-01T23:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,98,107,96.26687863776601,54.44419752022236,99.49905759486022,2026-01-01T23:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,102,112,90.7839789297981,52.87757969935205,99.45272343730782,2026-01-01T23:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,101,111,95.45240708391809,54.19328075441908,99.50481342504752,2026-01-02T00:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,103,112,99.11960752444139,52.74930576073894,99.4883313794928,2026-01-02T00:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,98,106,98.64048355187063,49.68619620775254,99.52544934703273,2026-01-02T00:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,90,99,93.21293749245403,48.847282057380994,99.52085950666236,2026-01-02T00:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,7,92,100,89.3083167179136,47.70416054110302,99.51625945169664,2026-01-02T01:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,7,90,98,85.74603544606873,44.43867920726447,99.5433447456955,2026-01-02T01:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,6,82,88,78.27700211646362,42.09675070006435,99.50536365275296,2026-01-02T01:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,4,78,83,75.6627506220693,39.49048543912658,99.55727402604991,2026-01-02T01:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,4,72,77,67.00005766925293,37.615966041796035,99.5211931385477,2026-01-02T02:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,2,69,71,64.24186346974135,30.497076218436387,99.47649452790502,2026-01-02T02:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,3,64,67,65.78802678368122,28.573395710001225,99.49689958836294,2026-01-02T02:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,1,61,63,58.50925361828331,25.961244370813656,99.47007511574293,2026-01-02T02:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,63,64,57.86680512925467,25.354568705111372,99.53221697098304,2026-01-02T03:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,57,58,54.44626759423143,21.52123781103137,99.51164735030407,2026-01-02T03:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,56,57,52.97242282112381,22.154170560027136,99.48759061264157,2026-01-02T03:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,56,56,50.204671923473235,23.105984292407985,99.51093738677199,2026-01-02T03:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,60,60,55.66859027367497,20.77387721879907,99.55454425879874,2026-01-02T04:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,59,59,50.0,20.0,99.52896496052473,2026-01-02T04:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,0,57,57,54.25549882990313,20.0,99.50064115107165,2026-01-02T04:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,1,58,59,55.577345525544175,23.309358312906433,99.48539814441997,2026-01-02T04:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,2,60,63,57.99189879312801,29.956887013872432,99.50547981870336,2026-01-02T05:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,4,67,71,62.719622177007075,31.921495577016138,99.49684288600002,2026-01-02T05:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,4,73,78,68.84757137728916,35.5200809738232,99.52020002027429,2026-01-02T05:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,6,83,90,72.72289391079693,37.97169490932715,99.49622488739357,2026-01-02T05:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,7,89,97,75.19758472858392,40.79728361612894,99.48391533947186,2026-01-02T06:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,8,87,96,75.88807743176363,45.48313058092283,99.47590958018095,2026-01-02T06:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,92,101,84.2592887797359,50.18519891130324,99.49176339227472,2026-01-02T06:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,10,99,109,87.39604577148394,47.74261732375286,99.4987760138941,2026-01-02T06:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,100,110,91.05966953786017,52.7633759308346,99.48659970828804,2026-01-02T07:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,10,101,112,97.71303843617328,54.381601371819855,99.49987528663742,2026-01-02T07:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,103,113,100.23773289988182,57.40709533591984,99.49292351219884,2026-01-02T07:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,10,105,115,102.13180366546713,58.73788461228158,99.52351368042444,2026-01-02T07:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,110,119,103.69723794339187,58.85939224385283,99.48140973201463,2026-01-02T08:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,9,111,120,107.9768363223628,63.116085300919345,99.47360226637292,2026-01-02T08:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,10,112,123,114.464038476982,63.887346782784036,99.47958425662902,2026-01-02T08:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,12,118,130,114.4122138109151,68.75651486617805,99.4947365507658,2026-01-02T08:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,14,127,141,121.79528833895081,68.26509819232514,99.51613292876472,2026-01-02T09:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,14,133,147,125.75738706900698,71.29085070070592,99.49983936607448,2026-01-02T09:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,16,133,150,127.03367467615766,74.22224671409661,99.52133712111787,2026-01-02T09:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,16,136,152,131.9266842201083,79.21998097854582,99.5280381047831,2026-01-02T09:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,16,134,151,131.04224238662852,79.1710214709321,99.49231669208132,2026-01-02T10:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,17,136,153,133.9001277174291,81.90129199676201,99.49331495811231,2026-01-02T10:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,17,138,155,132.7760440961751,78.57192689487344,99.51687207712291,2026-01-02T10:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,134,152,133.4626460816021,79.85632066722249,99.48265572786546,2026-01-02T10:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,17,137,155,132.76364442822094,83.91119254595881,99.55928717780533,2026-01-02T11:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,143,162,135.61636155528544,83.49102158719562,99.51755200734733,2026-01-02T11:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,142,160,131.42548525078254,82.21368173066517,99.51135813691543,2026-01-02T11:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,141,160,136.09153839391237,83.32800904200545,99.49263965531594,2026-01-02T11:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,140,160,135.40086022263844,85.0,99.50007271473481,2026-01-02T12:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,140,159,132.96471550642227,83.74500076633385,99.50029976427263,2026-01-02T12:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,20,142,162,137.43982379284142,84.10494566474436,99.5032552630058,2026-01-02T12:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,139.20206133825977,85.0,99.564551817626,2026-01-02T12:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,144,163,134.64648282212215,81.96039992456711,99.57346170556134,2026-01-02T13:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,20,141,161,137.0357656811272,84.2749435464866,99.52567668930857,2026-01-02T13:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,20,143,163,140.0,85.0,99.46182760955541,2026-01-02T13:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,140.0,82.8076591849563,99.51749395818881,2026-01-02T13:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,144,163,139.2889648911561,82.99799660848777,99.52646323822513,2026-01-02T14:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,144,164,137.95491968689973,85.0,99.53888645734719,2026-01-02T14:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,145,163,140.0,85.0,99.53775798336093,2026-01-02T14:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,140.0,82.6070915802326,99.50358327342661,2026-01-02T14:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,141,160,137.7468282579295,85.0,99.49795100362805,2026-01-02T15:00:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,145,164,140.0,83.82383109183948,99.5109051558446,2026-01-02T15:15:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,19,143,163,140.0,81.09479886484935,99.48427814623578,2026-01-02T15:30:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,143,162,139.92645852215443,83.5529493926006,99.50717694341874,2026-01-02T15:45:00+00:00
CELL_0,eNB_001,40.34628749992374,-79.21905695057524,RTR_002,eth3,18,142,161,134.5551674779092,81.548981915251,99.48031024602533,2026-01-02T16:00:00+00:00
