session_id,user_id,referrer,page,action,did_purchase,timestamp
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:23:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:24:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:25:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:26:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:27:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:28:00+00:00
SESSION_2,USER_65,email,cart,add_to_cart,0,2026-01-01T00:29:00+00:00
SESSION_2,USER_65,email,product,continue_shopping,0,2026-01-01T00:30:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:31:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:32:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:33:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:34:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:35:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:36:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:37:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:38:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:39:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:40:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:41:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:42:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:43:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:44:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:45:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:46:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:47:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:48:00+00:00
SESSION_2,USER_65,email,cart,add_to_cart,0,2026-01-01T00:49:00+00:00
SESSION_2,USER_65,email,product,continue_shopping,0,2026-01-01T00:50:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:51:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:52:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:53:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:54:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:55:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:56:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:57:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T00:58:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T00:59:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T01:00:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T01:01:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T01:02:00+00:00
SESSION_2,USER_65,email,search,back,0,2026-01-01T01:03:00+00:00
SESSION_2,USER_65,email,product,view_product,0,2026-01-01T01:04:00+00:00
SESSION_2,USER_65,email,cart,add_to_cart,0,2026-01-01T01:05:00+00:00
SESSION_2,USER_65,email,checkout,checkout,0,2026-01-01T01:06:00+00:00
SESSION_2,USER_65,email,purchase,complete,1,2026-01-01T01:07:00+00:00
SESSION_3,USER_43,direct,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_3,USER_43,direct,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_3,USER_43,direct,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_3,USER_43,direct,search,back,0,2026-01-01T00:03:00+00:00
SESSION_3,USER_43,direct,product,view_product,0,2026-01-01T00:04:00+00:00
SESSION_3,USER_43,direct,cart,add_to_cart,0,2026-01-01T00:05:00+00:00
SESSION_3,USER_43,direct,exit,cart_abandoned,0,2026-01-01T00:06:00+00:00
SESSION_4,USER_43,search,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_4,USER_43,search,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_5,USER_85,email,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_5,USER_85,email,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_6,USER_8,social,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_6,USER_8,social,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_7,USER_69,email,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_7,USER_69,email,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_8,USER_20,email,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_8,USER_20,email,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_8,USER_20,email,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_8,USER_20,email,search,back,0,2026-01-01T00:03:00+00:00
SESSION_8,USER_20,email,product,view_product,0,2026-01-01T00:04:00+00:00
SESSION_8,USER_20,email,search,back,0,2026-01-01T00:05:00+00:00
SESSION_8,USER_20,email,product,view_product,0,2026-01-01T00:06:00+00:00
SESSION_8,USER_20,email,search,back,0,2026-01-01T00:07:00+00:00
SESSION_8,USER_20,email,product,view_product,0,2026-01-01T00:08:00+00:00
SESSION_8,USER_20,email,cart,add_to_cart,0,2026-01-01T00:09:00+00:00
SESSION_8,USER_20,email,exit,cart_abandoned,0,2026-01-01T00:10:00+00:00
SESSION_9,USER_9,email,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_9,USER_9,email,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_10,USER_52,direct,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_10,USER_52,direct,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_11,USER_97,social,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_11,USER_97,social,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_11,USER_97,social,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_11,USER_97,social,search,back,0,2026-01-01T00:03:00+00:00
SESSION_11,USER_97,social,product,view_product,0,2026-01-01T00:04:00+00:00
SESSION_11,USER_97,social,search,back,0,2026-01-01T00:05:00+00:00
SESSION_11,USER_97,social,product,view_product,0,2026-01-01T00:06:00+00:00
SESSION_11,USER_97,social,cart,add_to_cart,0,2026-01-01T00:07:00+00:00
SESSION_11,USER_97,social,product,continue_shopping,0,2026-01-01T00:08:00+00:00
SESSION_11,USER_97,social,search,back,0,2026-01-01T00:09:00+00:00
SESSION_11,USER_97,social,product,view_product,0,2026-01-01T00:10:00+00:00
SESSION_11,USER_97,social,search,back,0,2026-01-01T00:11:00+00:00
SESSION_11,USER_97,social,product,view_product,0,2026-01-01T00:12:00+00:00
SESSION_11,USER_97,social,search,back,0,2026-01-01T00:13:00+00:00
SESSION_11,USER_97,social,product,view_product,0,2026-01-01T00:14:00+00:00
SESSION_11,USER_97,social,cart,add_to_cart,0,2026-01-01T00:15:00+00:00
SESSION_11,USER_97,social,checkout,checkout,0,2026-01-01T00:16:00+00:00
SESSION_11,USER_97,social,purchase,complete,1,2026-01-01T00:17:00+00:00
SESSION_12,USER_73,direct,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_12,USER_73,direct,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_12,USER_73,direct,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_12,USER_73,direct,search,back,0,2026-01-01T00:03:00+00:00
SESSION_12,USER_73,direct,product,view_product,0,2026-01-01T00:04:00+00:00
SESSION_12,USER_73,direct,search,back,0,2026-01-01T00:05:00+00:00
SESSION_12,USER_73,direct,product,view_product,0,2026-01-01T00:06:00+00:00
SESSION_12,USER_73,direct,search,back,0,2026-01-01T00:07:00+00:00
SESSION_12,USER_73,direct,product,view_product,0,2026-01-01T00:08:00+00:00
SESSION_12,USER_73,direct,search,back,0,2026-01-01T00:09:00+00:00
SESSION_12,USER_73,direct,product,view_product,0,2026-01-01T00:10:00+00:00
SESSION_12,USER_73,direct,cart,add_to_cart,0,2026-01-01T00:11:00+00:00
SESSION_12,USER_73,direct,exit,cart_abandoned,0,2026-01-01T00:12:00+00:00
SESSION_13,USER_76,social,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_13,USER_76,social,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_14,USER_71,social,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_14,USER_71,social,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_15,USER_78,social,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_15,USER_78,social,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_16,USER_51,email,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_16,USER_51,email,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_17,USER_12,social,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_17,USER_12,social,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_18,USER_83,search,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_18,USER_83,search,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_18,USER_83,search,search,back,0,2026-01-01T00:03:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:04:00+00:00
SESSION_18,USER_83,search,search,back,0,2026-01-01T00:05:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:06:00+00:00
SESSION_18,USER_83,search,search,back,0,2026-01-01T00:07:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:08:00+00:00
SESSION_18,USER_83,search,search,back,0,2026-01-01T00:09:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:10:00+00:00
SESSION_18,USER_83,search,search,back,0,2026-01-01T00:11:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:12:00+00:00
SESSION_18,USER_83,search,search,back,0,2026-01-01T00:13:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:14:00+00:00
SESSION_18,USER_83,search,search,back,0,2026-01-01T00:15:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:16:00+00:00
SESSION_18,USER_83,search,search,back,0,2026-01-01T00:17:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:18:00+00:00
SESSION_18,USER_83,search,search,back,0,2026-01-01T00:19:00+00:00
SESSION_18,USER_83,search,product,view_product,0,2026-01-01T00:20:00+00:00
SESSION_18,USER_83,search,cart,add_to_cart,0,2026-01-01T00:21:00+00:00
SESSION_18,USER_83,search,exit,cart_abandoned,0,2026-01-01T00:22:00+00:00
SESSION_19,USER_45,direct,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_19,USER_45,direct,product,view_product,0,2026-01-01T00:01:00+00:00
SESSION_19,USER_45,direct,search,back,0,2026-01-01T00:02:00+00:00
SESSION_19,USER_45,direct,product,view_product,0,2026-01-01T00:03:00+00:00
SESSION_19,USER_45,direct,cart,add_to_cart,0,2026-01-01T00:04:00+00:00
SESSION_19,USER_45,direct,exit,cart_abandoned,0,2026-01-01T00:05:00+00:00
SESSION_20,USER_50,search,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_20,USER_50,search,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_20,USER_50,search,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_20,USER_50,search,cart,add_to_cart,0,2026-01-01T00:03:00+00:00
SESSION_20,USER_50,search,exit,cart_abandoned,0,2026-01-01T00:04:00+00:00
SESSION_21,USER_37,social,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_21,USER_37,social,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_22,USER_18,search,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_22,USER_18,search,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_22,USER_18,search,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_22,USER_18,search,cart,add_to_cart,0,2026-01-01T00:03:00+00:00
SESSION_22,USER_18,search,exit,cart_abandoned,0,2026-01-01T00:04:00+00:00
SESSION_23,USER_92,direct,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_23,USER_92,direct,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_24,USER_78,email,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_24,USER_78,email,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_24,USER_78,email,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_24,USER_78,email,search,back,0,2026-01-01T00:03:00+00:00
SESSION_24,USER_78,email,product,view_product,0,2026-01-01T00:04:00+00:00
SESSION_24,USER_78,email,search,back,0,2026-01-01T00:05:00+00:00
SESSION_24,USER_78,email,product,view_product,0,2026-01-01T00:06:00+00:00
SESSION_24,USER_78,email,search,back,0,2026-01-01T00:07:00+00:00
SESSION_24,USER_78,email,product,view_product,0,2026-01-01T00:08:00+00:00
SESSION_24,USER_78,email,search,back,0,2026-01-01T00:09:00+00:00
SESSION_24,USER_78,email,product,view_product,0,2026-01-01T00:10:00+00:00
SESSION_24,USER_78,email,search,back,0,2026-01-01T00:11:00+00:00
SESSION_24,USER_78,email,product,view_product,0,2026-01-01T00:12:00+00:00
SESSION_24,USER_78,email,search,back,0,2026-01-01T00:13:00+00:00
SESSION_24,USER_78,email,product,view_product,0,2026-01-01T00:14:00+00:00
SESSION_24,USER_78,email,search,back,0,2026-01-01T00:15:00+00:00
SESSION_24,USER_78,email,product,view_product,0,2026-01-01T00:16:00+00:00
SESSION_24,USER_78,email,cart,add_to_cart,0,2026-01-01T00:17:00+00:00
SESSION_24,USER_78,email,exit,cart_abandoned,0,2026-01-01T00:18:00+00:00
SESSION_25,USER_64,email,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_25,USER_64,email,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:03:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:04:00+00:00
SESSION_25,USER_64,email,cart,add_to_cart,0,2026-01-01T00:05:00+00:00
SESSION_25,USER_64,email,product,continue_shopping,0,2026-01-01T00:06:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:07:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:08:00+00:00
SESSION_25,USER_64,email,cart,add_to_cart,0,2026-01-01T00:09:00+00:00
SESSION_25,USER_64,email,product,continue_shopping,0,2026-01-01T00:10:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:11:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:12:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:13:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:14:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:15:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:16:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:17:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:18:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:19:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:20:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:21:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:22:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:23:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:24:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:25:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:26:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:27:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:28:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:29:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:30:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:31:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:32:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:33:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:34:00+00:00
SESSION_25,USER_64,email,cart,add_to_cart,0,2026-01-01T00:35:00+00:00
SESSION_25,USER_64,email,product,continue_shopping,0,2026-01-01T00:36:00+00:00
SESSION_25,USER_64,email,search,back,0,2026-01-01T00:37:00+00:00
SESSION_25,USER_64,email,product,view_product,0,2026-01-01T00:38:00+00:00
SESSION_25,USER_64,email,cart,add_to_cart,0,2026-01-01T00:39:00+00:00
SESSION_25,USER_64,email,checkout,checkout,0,2026-01-01T00:40:00+00:00
SESSION_25,USER_64,email,purchase,complete,1,2026-01-01T00:41:00+00:00
SESSION_26,USER_40,social,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:01:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:02:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:03:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:04:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:05:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:06:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:07:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:08:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:09:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:10:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:11:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:12:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:13:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:14:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:15:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:16:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:17:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:18:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:19:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:20:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:21:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:22:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:23:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:24:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:25:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:26:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:27:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:28:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:29:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:30:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:31:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:32:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:33:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:34:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:35:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:36:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:37:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:38:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:39:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:40:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:41:00+00:00
SESSION_26,USER_40,social,cart,add_to_cart,0,2026-01-01T00:42:00+00:00
SESSION_26,USER_40,social,product,continue_shopping,0,2026-01-01T00:43:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:44:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:45:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:46:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:47:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:48:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:49:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:50:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:51:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:52:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:53:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:54:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:55:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:56:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:57:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T00:58:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T00:59:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T01:00:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T01:01:00+00:00
SESSION_26,USER_40,social,cart,add_to_cart,0,2026-01-01T01:02:00+00:00
SESSION_26,USER_40,social,product,continue_shopping,0,2026-01-01T01:03:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T01:04:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T01:05:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T01:06:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T01:07:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T01:08:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T01:09:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T01:10:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T01:11:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T01:12:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T01:13:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T01:14:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T01:15:00+00:00
SESSION_26,USER_40,social,search,back,0,2026-01-01T01:16:00+00:00
SESSION_26,USER_40,social,product,view_product,0,2026-01-01T01:17:00+00:00
SESSION_26,USER_40,social,cart,add_to_cart,0,2026-01-01T01:18:00+00:00
SESSION_26,USER_40,social,exit,cart_abandoned,0,2026-01-01T01:19:00+00:00
SESSION_27,USER_82,social,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_27,USER_82,social,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_28,USER_54,email,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_28,USER_54,email,exit,leave,0,2026-01-01T00:01:00+00:00
SESSION_29,USER_44,search,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_29,USER_44,search,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_29,USER_44,search,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_29,USER_44,search,search,back,0,2026-01-01T00:03:00+00:00
SESSION_29,USER_44,search,product,view_product,0,2026-01-01T00:04:00+00:00
SESSION_29,USER_44,search,cart,add_to_cart,0,2026-01-01T00:05:00+00:00
SESSION_29,USER_44,search,product,continue_shopping,0,2026-01-01T00:06:00+00:00
SESSION_29,USER_44,search,search,back,0,2026-01-01T00:07:00+00:00
SESSION_29,USER_44,search,product,view_product,0,2026-01-01T00:08:00+00:00
SESSION_29,USER_44,search,cart,add_to_cart,0,2026-01-01T00:09:00+00:00
SESSION_29,USER_44,search,product,continue_shopping,0,2026-01-01T00:10:00+00:00
SESSION_29,USER_44,search,search,back,0,2026-01-01T00:11:00+00:00
SESSION_29,USER_44,search,product,view_product,0,2026-01-01T00:12:00+00:00
SESSION_29,USER_44,search,search,back,0,2026-01-01T00:13:00+00:00
SESSION_29,USER_44,search,product,view_product,0,2026-01-01T00:14:00+00:00
SESSION_29,USER_44,search,search,back,0,2026-01-01T00:15:00+00:00
SESSION_29,USER_44,search,product,view_product,0,2026-01-01T00:16:00+00:00
SESSION_29,USER_44,search,search,back,0,2026-01-01T00:17:00+00:00
SESSION_29,USER_44,search,product,view_product,0,2026-01-01T00:18:00+00:00
SESSION_29,USER_44,search,cart,add_to_cart,0,2026-01-01T00:19:00+00:00
SESSION_29,USER_44,search,checkout,checkout,0,2026-01-01T00:20:00+00:00
SESSION_29,USER_44,search,exit,leave,0,2026-01-01T00:21:00+00:00
SESSION_30,USER_45,direct,homepage,,0,2026-01-01T00:00:00+00:00
SESSION_30,USER_45,direct,search,browse,0,2026-01-01T00:01:00+00:00
SESSION_30,USER_45,direct,product,view_product,0,2026-01-01T00:02:00+00:00
SESSION_30,USER_45,direct,cart,add_to_cart,0,2026-01-01T00:03:00+00:00
SESSION_30,USER_45,direct,exit,cart_abandoned,0,2026-01-01T00:04:00+00:00
